Id_registro,Fecha,Proyecto,Area,Actividad,Manejo,Clase,Especie,Nombre_comun,Abundancia,Estado,Reubicado
204,2023-02-19,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
205,2023-02-19,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
206,2023-02-19,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Mammalia,Tamandua mexicana,Oso hormiguero,4,vivo,si
207,2023-02-20,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,
208,2023-02-20,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
209,2023-02-20,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
210,2023-02-20,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
211,2023-02-20,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
212,2023-02-21,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
213,2023-02-21,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
214,2023-02-21,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
215,2023-02-21,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
216,2023-02-22,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Mammalia,Didelphis marsupialis,Zarigüeya,3,vivo,si
217,2023-02-22,Proyecto Solar Alpha,Área 3,inspección,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
218,2023-02-22,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
219,2023-02-22,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
220,2023-02-23,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,4,vivo,
221,2023-02-23,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
222,2023-02-23,Proyecto Solar Alpha,Área 1,inspección,rescate,Aves,Milvago chimachima,Caracara,3,vivo,si
223,2023-02-23,Proyecto Solar Alpha,Área 3,rocería,rescate,Reptilia,Boa constrictor,Boa,4,vivo,si
224,2023-02-24,Proyecto Solar Alpha,Área 1,inspección,rescate,Reptilia,Erythrolamprus bizona,Culebra,4,vivo,si
225,2023-02-24,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
226,2023-02-24,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
227,2023-02-24,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
228,2023-02-25,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
229,2023-02-25,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
230,2023-02-25,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
231,2023-02-25,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,si
232,2023-02-26,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
233,2023-02-26,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,2,vivo,
234,2023-02-26,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
235,2023-02-26,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
236,2023-02-27,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
237,2023-02-27,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,
238,2023-02-27,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
239,2023-02-27,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,3,vivo,
240,2023-02-28,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
241,2023-02-28,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
242,2023-02-28,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
243,2023-02-28,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
244,2023-03-01,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
245,2023-03-01,Proyecto Solar Alpha,Área 2,obra civil,rescate,Reptilia,Iguana iguana,Iguana,2,vivo,si
246,2023-03-01,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
247,2023-03-01,Proyecto Solar Alpha,Área 1,rocería,rescate,Amphibia,Scinax ruber,Ranita,3,vivo,si
248,2023-03-01,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
249,2023-03-02,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Mammalia,Procyon cancrivorus,Mapache,4,vivo,
250,2023-03-02,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
251,2023-03-02,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
252,2023-03-02,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
253,2023-03-03,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
254,2023-03-03,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
255,2023-03-03,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,3,vivo,
256,2023-03-03,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,4,vivo,
257,2023-03-04,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
258,2023-03-04,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
259,2023-03-04,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Mammalia,Didelphis marsupialis,Zarigüeya,3,vivo,
260,2023-03-04,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
261,2023-03-05,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
262,2023-03-05,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Mammalia,Procyon cancrivorus,Mapache,4,vivo,
263,2023-03-05,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,4,vivo,
264,2023-03-05,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
265,2023-03-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
266,2023-03-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,3,vivo,
267,2023-03-06,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
268,2023-03-06,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
269,2023-03-07,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
270,2023-03-07,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
271,2023-03-07,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
272,2023-03-07,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
273,2023-03-08,Proyecto Solar Alpha,Área 3,rocería,rescate,Amphibia,Rhinella marina,Sapo común,4,vivo,si
274,2023-03-08,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
275,2023-03-08,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
276,2023-03-08,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
277,2023-03-09,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
278,2023-03-09,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
279,2023-03-09,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
280,2023-03-09,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
281,2023-03-09,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,4,vivo,
282,2023-03-10,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
283,2023-03-10,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
284,2023-03-10,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
285,2023-03-10,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Crotalus durissus,Cascabel,2,vivo,si
286,2023-03-11,Proyecto Solar Alpha,Área 1,obra civil,rescate,Reptilia,Crotalus durissus,Cascabel,2,vivo,si
287,2023-03-11,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Iguana iguana,Iguana,4,vivo,
288,2023-03-11,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
289,2023-03-11,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
290,2023-03-12,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,4,vivo,
291,2023-03-12,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
292,2023-03-12,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
293,2023-03-12,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Mammalia,Tamandua mexicana,Oso hormiguero,3,vivo,
294,2023-03-13,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
295,2023-03-13,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
296,2023-03-13,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
297,2023-03-13,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
298,2023-03-14,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
299,2023-03-14,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
300,2023-03-14,Proyecto Solar Alpha,Área 1,rocería,rescate,Reptilia,Crotalus durissus,Cascabel,2,vivo,si
301,2023-03-14,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,2,vivo,
302,2023-03-15,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
303,2023-03-15,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
304,2023-03-15,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
305,2023-03-15,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
306,2023-03-16,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,4,vivo,
307,2023-03-16,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Boa constrictor,Boa,3,vivo,si
308,2023-03-16,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
309,2023-03-16,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,3,vivo,
310,2023-03-17,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
311,2023-03-17,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
312,2023-03-17,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Mammalia,Didelphis marsupialis,Zarigüeya,3,vivo,
313,2023-03-17,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,si
314,2023-03-18,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,4,vivo,
315,2023-03-18,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
316,2023-03-18,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
317,2023-03-18,Proyecto Solar Alpha,Área 3,inspección,rescate,Reptilia,Iguana iguana,Iguana,2,vivo,si
318,2023-03-18,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
319,2023-03-19,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
320,2023-03-19,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
321,2023-03-19,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
322,2023-03-19,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
323,2023-03-20,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,4,vivo,
324,2023-03-20,Proyecto Solar Alpha,Área 2,inspección,rescate,Reptilia,Crotalus durissus,Cascabel,3,vivo,si
325,2023-03-20,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
326,2023-03-20,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
327,2023-03-21,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
328,2023-03-21,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
329,2023-03-21,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
330,2023-03-21,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
331,2023-03-22,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
332,2023-03-22,Proyecto Solar Alpha,Área 3,inspección,rescate,Amphibia,Hypsiboas crepitans,Rana arborícola,4,vivo,si
333,2023-03-22,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
334,2023-03-22,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
335,2023-03-23,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
336,2023-03-23,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
337,2023-03-23,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
338,2023-03-23,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,4,vivo,
339,2023-03-24,Proyecto Solar Alpha,Área 1,obra civil,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,si
340,2023-03-24,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,4,vivo,
341,2023-03-24,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
342,2023-03-24,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
343,2023-03-25,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
344,2023-03-25,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,4,vivo,
345,2023-03-25,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
346,2023-03-25,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,4,vivo,
347,2023-03-26,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Amphibia,Rhinella marina,Sapo común,4,vivo,si
348,2023-03-26,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
349,2023-03-26,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
350,2023-03-26,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,4,vivo,
351,2023-03-26,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
352,2023-03-27,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
353,2023-03-27,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
354,2023-03-27,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,4,vivo,
355,2023-03-27,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
356,2023-03-28,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
357,2023-03-28,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,si
358,2023-03-28,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,4,vivo,
359,2023-03-28,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Mammalia,Tamandua mexicana,Oso hormiguero,2,vivo,
360,2023-03-29,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,4,vivo,
361,2023-03-29,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,4,vivo,
362,2023-03-29,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,4,vivo,
363,2023-03-29,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
364,2023-03-30,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
365,2023-03-30,Proyecto Solar Alpha,Área 1,obra civil,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,si
366,2023-03-30,Proyecto Solar Alpha,Área 3,rocería,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,si
367,2023-03-30,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Mammalia,Procyon cancrivorus,Mapache,3,vivo,
368,2023-03-31,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,4,vivo,
369,2023-03-31,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,4,vivo,
370,2023-03-31,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
371,2023-03-31,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,3,vivo,
372,2023-04-01,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
373,2023-04-01,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
374,2023-04-01,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,2,vivo,
375,2023-04-01,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
376,2023-04-02,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
377,2023-04-02,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
378,2023-04-02,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
379,2023-04-02,Proyecto Solar Alpha,Área 2,inspección,rescate,Amphibia,Rhinella marina,Sapo común,3,vivo,si
380,2023-04-03,Proyecto Solar Alpha,Área 1,inspección,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
381,2023-04-03,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
382,2023-04-03,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
383,2023-04-03,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
384,2023-04-04,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
385,2023-04-04,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
386,2023-04-04,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
387,2023-04-04,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
388,2023-04-04,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
389,2023-04-05,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
390,2023-04-05,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
391,2023-04-05,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
392,2023-04-05,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
393,2023-04-06,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
394,2023-04-06,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
395,2023-04-06,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
396,2023-04-06,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
397,2023-04-07,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
398,2023-04-07,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
399,2023-04-07,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
400,2023-04-07,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
401,2023-04-08,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
402,2023-04-08,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
403,2023-04-08,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
404,2023-04-08,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
405,2023-04-09,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
406,2023-04-09,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
407,2023-04-09,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
